GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	6.04e-05	6.04e-05	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4
REAC:881907	Gastrin-CREB signalling pathway via PKC and MAPK	4.61e-02	4.61e-02	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:2586552	Signaling by Leptin	2.18e-02	2.18e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:5673001	RAF/MAP kinase cascade	1.82e-02	1.82e-02	1	FGFR3,PPP2R1A,PDGFRA,EGFR,ERBB4,NF1
REAC:73894	DNA Repair	1.60e-03	1.60e-03	1	BRCA1,POLQ,EP300,BRCA2,TP53,ATM,BAP1,ATR
REAC:5693532	DNA Double-Strand Break Repair	2.49e-04	2.49e-04	1	BRCA1,POLQ,BRCA2,TP53,ATM,BAP1,ATR
REAC:5693538	Homology Directed Repair	2.04e-02	2.04e-02	1	BRCA1,POLQ,BRCA2,ATM,ATR
REAC:5693606	DNA Double Strand Break Response	1.22e-02	1.22e-02	1	TP53,ATM,BAP1
REAC:5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	1.17e-02	1.17e-02	1	TP53,ATM,BAP1
REAC:3371556	Cellular response to heat stress	2.67e-02	2.67e-02	1	EP300,ATM,ATR,MTOR
REAC:1227986	Signaling by ERBB2	2.98e-02	2.98e-02	1	PIK3CA,EGFR,ERBB4
REAC:1963642	PI3K events in ERBB2 signaling	8.92e-04	8.92e-04	1	PIK3CA,EGFR,ERBB4
REAC:212436	Generic Transcription Pathway	1.17e-03	1.17e-03	1	BRCA1,EP300,PPP2R1A,USP9X,TP53,EGFR,TAF1,CDKN2A,NOTCH1,ATM,CDK12,PTEN,ATR,MTOR
REAC:3700989	Transcriptional Regulation by TP53	6.41e-06	6.41e-06	1	BRCA1,EP300,PPP2R1A,TP53,TAF1,CDKN2A,ATM,CDK12,PTEN,ATR,MTOR
REAC:5633007	Regulation of TP53 Activity	6.10e-07	6.10e-07	1	BRCA1,EP300,PPP2R1A,TP53,TAF1,CDKN2A,ATM,ATR,MTOR
REAC:6806003	Regulation of TP53 Expression and Degradation	3.27e-05	3.27e-05	1	PPP2R1A,TP53,CDKN2A,ATM,MTOR
REAC:6804757	Regulation of TP53 Degradation	2.83e-05	2.83e-05	1	PPP2R1A,TP53,CDKN2A,ATM,MTOR
REAC:6804756	Regulation of TP53 Activity through Phosphorylation	2.95e-03	2.95e-03	1	BRCA1,TP53,TAF1,ATM,ATR
REAC:6804760	Regulation of TP53 Activity through Methylation	1.77e-03	1.77e-03	1	EP300,TP53,ATM
REAC:5628897	TP53 Regulates Metabolic Genes	2.01e-02	2.01e-02	1	TP53,PTEN,MTOR
REAC:6796648	TP53 Regulates Transcription of DNA Repair Genes	5.01e-04	5.01e-04	1	BRCA1,TP53,ATM,CDK12,ATR
REAC:4839726	Chromatin organization	1.30e-04	1.30e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:3247509	Chromatin modifying enzymes	1.30e-04	1.30e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:5685942	HDR through Homologous Recombination (HRR)	1.63e-02	1.63e-02	1	BRCA1,BRCA2,ATM,ATR
REAC:5693537	Resolution of D-Loop Structures	4.18e-02	4.18e-02	1	BRCA1,BRCA2,ATM
REAC:5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	1.85e-02	1.85e-02	1	BRCA1,BRCA2,ATM
REAC:5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	3.82e-02	3.82e-02	1	BRCA1,BRCA2,ATM
REAC:5693579	Homologous DNA Pairing and Strand Exchange	2.62e-03	2.62e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693616	Presynaptic phase of homologous DNA pairing and strand exchange	1.95e-03	1.95e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:8848021	Signaling by PTK6	2.90e-04	2.90e-04	1	EGFR,ARHGAP35,ERBB4,LRRK2,NF1
