GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:5693579	Homologous DNA Pairing and Strand Exchange	1.50e-03	1.50e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693616	Presynaptic phase of homologous DNA pairing and strand exchange	1.12e-03	1.12e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693537	Resolution of D-Loop Structures	2.71e-02	2.71e-02	1	BRCA1,BRCA2,ATM
REAC:5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	2.48e-02	2.48e-02	1	BRCA1,BRCA2,ATM
REAC:5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	1.20e-02	1.20e-02	1	BRCA1,BRCA2,ATM
REAC:1483257	Phospholipid metabolism	1.51e-02	1.51e-02	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:1483255	PI Metabolism	3.84e-04	3.84e-04	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:1660499	Synthesis of PIPs at the plasma membrane	6.46e-05	6.46e-05	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:5683057	MAPK family signaling cascades	7.05e-03	7.05e-03	1	FGFR3,PDGFRA,EGFR,BRAF,PTPN11,NF1
REAC:5684996	MAPK1/MAPK3 signaling	2.59e-03	2.59e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:1236394	Signaling by ERBB4	1.12e-08	1.12e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1250342	PI3K events in ERBB4 signaling	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:1250347	SHC1 events in ERBB4 signaling	2.38e-02	2.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:190236	Signaling by FGFR	3.37e-08	3.37e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654736	Signaling by FGFR1	1.39e-08	1.39e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	1.19e-08	1.19e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:5654693	FRS-mediated FGFR1 signaling	2.27e-03	2.27e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654741	Signaling by FGFR3	1.23e-08	1.23e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654732	Negative regulation of FGFR3 signaling	6.93e-03	6.93e-03	1	FGFR3,BRAF,PTPN11
REAC:5654708	Downstream signaling of activated FGFR3	1.09e-08	1.09e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654710	PI-3K cascade:FGFR3	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:5654706	FRS-mediated FGFR3 signaling	2.27e-03	2.27e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654743	Signaling by FGFR4	1.19e-08	1.19e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	1.09e-08	1.09e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654720	PI-3K cascade:FGFR4	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:5654712	FRS-mediated FGFR4 signaling	2.27e-03	2.27e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654738	Signaling by FGFR2	2.84e-08	2.84e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	1.09e-08	1.09e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654700	FRS-mediated FGFR2 signaling	2.27e-03	2.27e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654695	PI-3K cascade:FGFR2	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:74752	Signaling by Insulin receptor	3.10e-06	3.10e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	1.57e-06	1.57e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:194138	Signaling by VEGF	8.43e-05	8.43e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	7.02e-05	7.02e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,NF1,MTOR
REAC:5218921	VEGFR2 mediated cell proliferation	3.17e-02	3.17e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:186797	Signaling by PDGF	3.19e-08	3.19e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:186763	Downstream signal transduction	1.58e-08	1.58e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1280218	Adaptive Immune System	8.07e-04	8.07e-04	1	PIK3CA,TP53,PIK3R1,EGFR,PTEN
REAC:983705	Signaling by the B Cell Receptor (BCR)	1.48e-06	1.48e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	5.37e-08	5.37e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:388841	Costimulation by the CD28 family	2.44e-03	2.44e-03	1	PIK3CA,PIK3R1,PTPN11,MTOR
REAC:389356	CD28 co-stimulation	9.65e-03	9.65e-03	1	PIK3CA,PIK3R1,MTOR
REAC:389357	CD28 dependent PI3K/Akt signaling	2.55e-03	2.55e-03	1	PIK3CA,PIK3R1,MTOR
REAC:202403	TCR signaling	2.69e-03	2.69e-03	1	PIK3CA,PIK3R1,PTEN
REAC:202424	Downstream TCR signaling	1.51e-03	1.51e-03	1	PIK3CA,PIK3R1,PTEN
REAC:177929	Signaling by EGFR	2.25e-08	2.25e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:180292	GAB1 signalosome	1.24e-09	1.24e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:180336	SHC1 events in EGFR signaling	2.38e-02	2.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:179812	GRB2 events in EGFR signaling	2.38e-02	2.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:1280215	Cytokine Signaling in Immune system	4.97e-04	4.97e-04	1	PIK3CA,FLT3,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTPN11,NF1
REAC:449147	Signaling by Interleukins	2.38e-05	2.38e-05	1	FGFR3,PIK3CA,FLT3,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTPN11,NF1
REAC:451927	Interleukin-2 signaling	1.03e-04	1.03e-04	1	PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	1.57e-05	1.57e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1
REAC:912526	Interleukin receptor SHC signaling	8.74e-05	8.74e-05	1	PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,NF1
REAC:448424	Interleukin-17 signaling	8.83e-03	8.83e-03	1	FGFR3,PDGFRA,EGFR,BRAF,PTPN11,NF1
REAC:1433557	Signaling by SCF-KIT	9.89e-09	9.89e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:166520	Signalling by NGF	3.96e-07	3.96e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	4.33e-08	4.33e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:198203	PI3K/AKT activation	1.24e-09	1.24e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:187687	Signalling to ERKs	3.52e-02	3.52e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:169893	Prolonged ERK activation events	2.78e-02	2.78e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:170984	ARMS-mediated activation	2.60e-02	2.60e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:170968	Frs2-mediated activation	2.66e-02	2.66e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:187706	Signalling to p38 via RIT and RIN	2.60e-02	2.60e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:167044	Signalling to RAS	3.03e-02	3.03e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2586552	Signaling by Leptin	2.73e-03	2.73e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:2172127	DAP12 interactions	2.53e-08	2.53e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2424491	DAP12 signaling	1.78e-08	1.78e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:422475	Axon guidance	1.87e-04	1.87e-04	1	EPHA3,FGFR3,EPHB6,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:375165	NCAM signaling for neurite out-growth	4.68e-02	4.68e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:881907	Gastrin-CREB signalling pathway via PKC and MAPK	2.29e-03	2.29e-03	1	PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,NF1
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1.62e-06	1.62e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	1.57e-06	1.57e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	1.57e-06	1.57e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:112399	IRS-mediated signalling	1.39e-06	1.39e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:109704	PI3K Cascade	1.58e-04	1.58e-04	1	FGFR3,PIK3CA,PIK3R1,PTPN11,MTOR
REAC:112412	SOS-mediated signalling	2.38e-02	2.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2454202	Fc epsilon receptor (FCERI) signaling	9.48e-09	9.48e-09	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2871796	FCERI mediated MAPK activation	9.72e-03	9.72e-03	1	MAP3K1,PDGFRA,EGFR,BRAF,NF1
REAC:5673001	RAF/MAP kinase cascade	2.38e-02	2.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	7.93e-08	7.93e-08	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:1257604	PIP3 activates AKT signaling	1.01e-09	1.01e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,PTEN,PTPN11,MTOR
REAC:199418	Negative regulation of the PI3K/AKT network	1.34e-07	1.34e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
REAC:6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	2.66e-06	2.66e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
REAC:210993	Tie2 Signaling	7.58e-04	7.58e-04	1	PIK3CA,PIK3R1,PTPN11
REAC:2468052	Establishment of Sister Chromatid Cohesion	5.19e-04	5.19e-04	1	SMC1A,STAG2,SMC3
REAC:1640170	Cell Cycle	8.29e-04	8.29e-04	1	BRCA1,SMC1A,STAG2,SMC3,CDKN2C,BRCA2,RB1,TP53,ATM,ATR,CHEK2
REAC:1500620	Meiosis	1.02e-05	1.02e-05	1	BRCA1,SMC1A,STAG2,SMC3,BRCA2,ATM,ATR
REAC:1221632	Meiotic synapsis	6.69e-04	6.69e-04	1	BRCA1,SMC1A,STAG2,SMC3,ATR
REAC:1643685	Disease	2.71e-05	2.71e-05	1	FGFR3,PIK3CA,RPL5,PDGFRA,IDH1,PIK3R1,EGFR,TAF1,BRAF,PTPN11,NF1,MTOR
REAC:5663202	Diseases of signal transduction	9.46e-06	9.46e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTPN11,NF1,MTOR
REAC:1643713	Signaling by EGFR in Cancer	9.42e-06	9.42e-06	1	PIK3CA,PIK3R1,EGFR
REAC:5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	9.42e-06	9.42e-06	1	PIK3CA,PIK3R1,EGFR
REAC:1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	9.42e-06	9.42e-06	1	PIK3CA,PIK3R1,EGFR
REAC:5637812	Signaling by EGFRvIII in Cancer	4.43e-06	4.43e-06	1	PIK3CA,PIK3R1,EGFR
REAC:5637810	Constitutive Signaling by EGFRvIII	4.43e-06	4.43e-06	1	PIK3CA,PIK3R1,EGFR
REAC:2219528	PI3K/AKT Signaling in Cancer	8.74e-08	8.74e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
REAC:2219530	Constitutive Signaling by Aberrant PI3K in Cancer	3.26e-07	3.26e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
REAC:69580	p53-Dependent G1/S DNA damage checkpoint	4.93e-02	4.93e-02	1	TP53,ATM,CHEK2
REAC:69563	p53-Dependent G1 DNA Damage Response	4.93e-02	4.93e-02	1	TP53,ATM,CHEK2
REAC:69541	Stabilization of p53	3.21e-02	3.21e-02	1	TP53,ATM,CHEK2
REAC:397795	G-protein beta:gamma signalling	4.87e-03	4.87e-03	1	PIK3CG,PIK3CA,PIK3R1
REAC:392451	G beta:gamma signalling through PI3Kgamma	4.08e-03	4.08e-03	1	PIK3CG,PIK3CA,PIK3R1
REAC:5685938	HDR through Single Strand Annealing (SSA)	3.80e-02	3.80e-02	1	BRCA1,ATM,ATR
REAC:73894	DNA Repair	9.48e-03	9.48e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR,CHEK2
REAC:5693532	DNA Double-Strand Break Repair	1.53e-04	1.53e-04	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR,CHEK2
REAC:5693606	DNA Double Strand Break Response	1.53e-02	1.53e-02	1	BRCA1,TP53,ATM,CHEK2
REAC:5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	1.45e-02	1.45e-02	1	BRCA1,TP53,ATM,CHEK2
REAC:5693538	Homology Directed Repair	1.42e-02	1.42e-02	1	BRCA1,POLQ,BRCA2,ATM,ATR
REAC:2559585	Oncogene Induced Senescence	4.23e-02	4.23e-02	1	CDKN2C,RB1,TP53
REAC:114604	GPVI-mediated activation cascade	5.29e-04	5.29e-04	1	PIK3CG,PIK3CA,PIK3R1,PTPN11
REAC:2990846	SUMOylation	7.91e-03	7.91e-03	1	BRCA1,SMC1A,STAG2,SMC3,TP53
REAC:3108232	SUMO E3 ligases SUMOylate target proteins	6.31e-03	6.31e-03	1	BRCA1,SMC1A,STAG2,SMC3,TP53
REAC:3108214	SUMOylation of DNA damage response and repair proteins	1.45e-02	1.45e-02	1	BRCA1,SMC1A,STAG2,SMC3
REAC:1227986	Signaling by ERBB2	1.90e-04	1.90e-04	1	PIK3CA,PIK3R1,EGFR
REAC:1963642	PI3K events in ERBB2 signaling	5.45e-06	5.45e-06	1	PIK3CA,PIK3R1,EGFR
REAC:3700989	Transcriptional Regulation by TP53	2.00e-03	2.00e-03	1	BRCA1,TP53,TAF1,ATM,PTEN,ATR,CHEK2,MTOR
REAC:6796648	TP53 Regulates Transcription of DNA Repair Genes	7.85e-03	7.85e-03	1	BRCA1,TP53,ATM,ATR
REAC:5633007	Regulation of TP53 Activity	7.65e-05	7.65e-05	1	BRCA1,TP53,TAF1,ATM,ATR,CHEK2,MTOR
REAC:6804760	Regulation of TP53 Activity through Methylation	1.06e-03	1.06e-03	1	TP53,ATM,CHEK2
REAC:6806003	Regulation of TP53 Expression and Degradation	1.39e-04	1.39e-04	1	TP53,ATM,CHEK2,MTOR
REAC:6804757	Regulation of TP53 Degradation	1.24e-04	1.24e-04	1	TP53,ATM,CHEK2,MTOR
REAC:6804756	Regulation of TP53 Activity through Phosphorylation	5.60e-05	5.60e-05	1	BRCA1,TP53,TAF1,ATM,ATR,CHEK2
REAC:69481	G2/M Checkpoints	2.73e-02	2.73e-02	1	BRCA1,TP53,ATM,ATR,CHEK2
REAC:69473	G2/M DNA damage checkpoint	1.75e-03	1.75e-03	1	BRCA1,TP53,ATM,ATR,CHEK2
REAC:5655332	Signaling by FGFR3 in disease	2.95e-03	2.95e-03	1	FGFR3,PIK3CA,PIK3R1
REAC:8853338	Signaling by FGFR3 point mutants in cancer	2.95e-03	2.95e-03	1	FGFR3,PIK3CA,PIK3R1
REAC:8853334	Signaling by FGFR3 fusions in cancer	2.34e-04	2.34e-04	1	FGFR3,PIK3CA,PIK3R1
